word, phonetic
remémorer, ʁəmemɔʁe
renaissance, ʁənɛsɑ̃s
renaissant, ʁənɛsɑ̃
renard, ʁənaʁ
renaître, ʁənɛtʁ
renchérir, ʁɑ̃ʃeʁiʁ
renchérissement, ʁɑ̃ʃeʁismɑ̃
rencontre, ʁɑ̃kɔ̃tʁ
rencontrer, ʁɑ̃kɔ̃tʁe
rendement, ʁɑ̃dmɑ̃
rendre, ʁɑ̃dʁ
rendu, ʁɑ̃dy
renfermer, ʁɑ̃fɛʁme
renfermé, ʁɑ̃fɛʁme
renflement, ʁɑ̃fləmɑ̃
renfler, ʁɑ̃fle
renforcement, ʁɑ̃fɔʁsəmɑ̃
renforcer, ʁɑ̃fɔʁse
renfort, ʁɑ̃fɔʁ
renforçant, ʁɑ̃fɔʁsɑ̃
reniement, ʁənimɑ̃
renier, ʁənje
renne, ʁɛn
renom, ʁənɔ̃
renommer, ʁənɔme
renoncement, ʁənɔ̃smɑ̃
renoncer, ʁənɔ̃se
renonciation, ʁənɔ̃sjasjɔ̃
renouer, ʁənwe
renouveau, ʁənuvo
renouvelable, ʁənuvlabl
renouvelant, ʁənuvlɑ̃
renouveler, ʁənuvle
renouvellement, ʁənuvɛlmɑ̃
renseignement, ʁɑ̃sɛɲmɑ̃
renseigner, ʁɑ̃seɲe
rentabilité, ʁɑ̃tabilite
rentable, ʁɑ̃tabl
rente, ʁɑ̃t
renter, ʁɑ̃te
rentier, ʁɑ̃tje
rentrant, ʁɑ̃tʁɑ̃
rentrayer, ʁɑ̃tʁeje
rentrer, ʁɑ̃tʁe
renversant, ʁɑ̃vɛʁsɑ̃
renverse, ʁɑ̃vɛʁs
renversement, ʁɑ̃vɛʁsəmɑ̃
renverser, ʁɑ̃vɛʁse
renvoi, ʁɑ̃vwa
renvoyer, ʁɑ̃vwaje
renvoyé, ʁɑ̃vwaje
renégat, ʁəneɡa
repaire, ʁəpɛʁ
reparaître, ʁəpaʁɛtʁ
reparler, ʁəpaʁle
repartir, ʁəpaʁtiʁ
repas, ʁəpa
repasser, ʁəpase
repaître, ʁəpɛtʁ
repenser, ʁəpɑ̃se
repentance, ʁəpɑ̃tɑ̃s
repentir, ʁəpɑ̃tiʁ
repeuplement, ʁəpœpləmɑ̃
repiquage, ʁəpikaʒ
replacer, ʁəplase
repli, ʁəpli
repliement, ʁəplimɑ̃
replier, ʁəplije
replonger, ʁəplɔ̃ʒe
report, ʁəpɔʁ
reportage, ʁəpɔʁtaʒ
reporter, ʁəpɔʁte
repos, ʁəpo
reposant, ʁəpozɑ̃
reposer, ʁəpoze
repoussant, ʁəpusɑ̃
repousse, ʁəpus
repousser, ʁəpuse
repoussoir, ʁəpuswaʁ
reprendre, ʁəpʁɑ̃dʁ
repris, ʁəpʁi
repriser, ʁəpʁize
reproche, ʁəpʁɔʃ
reprocher, ʁəpʁɔʃe
reproducteur, ʁəpʁɔdyktœʁ
reproduction, ʁəpʁɔdyksjɔ̃
reproduire, ʁəpʁɔdɥiʁ
représailles, ʁəpʁezaj
représentant, ʁəpʁezɑ̃tɑ̃
représentatif, ʁəpʁezɑ̃tatif
représentation, ʁəpʁezɑ̃tasjɔ̃
représentativité, ʁəpʁezɑ̃tativite
représenter, ʁəpʁezɑ̃te
reptile, ʁɛptil
repère, ʁəpɛʁ
repérable, ʁəpeʁabl
repérage, ʁəpeʁaʒ
repérer, ʁəpeʁe
requin, ʁəkɛ̃
requis, ʁəki
requérant, ʁəkeʁɑ̃
requérir, ʁəkeʁiʁ
requête, ʁəkɛt
rescapé, ʁɛskape
rescision, ʁesizjɔ̃
rescousse, ʁɛskus
rescrit, ʁɛskʁi
respect, ʁɛspɛ
respectabilité, ʁɛspɛktabilite
respectable, ʁɛspɛktabl
respecter, ʁɛspɛkte
respectif, ʁɛspɛktif
respectivement, ʁɛspɛktivmɑ̃
respectueusement, ʁɛspɛktɥøzmɑ̃
respectueux, ʁɛspɛktɥø
respiration, ʁɛspiʁasjɔ̃
respiratoire, ʁɛspiʁatwaʁ
respirer, ʁɛspiʁe
resplendir, ʁɛsplɑ̃diʁ
resplendissant, ʁɛsplɑ̃disɑ̃
responsabilisation, ʁɛspɔ̃sabilizasjɔ̃
responsabilité, ʁɛspɔ̃sabilite
responsable, ʁɛspɔ̃sabl
ressaisir, ʁəseziʁ
ressaut, ʁəso
ressemblance, ʁəsɑ̃blɑ̃s
ressemblant, ʁəsɑ̃blɑ̃
ressembler, ʁəsɑ̃ble
ressenti, ʁəsɑ̃ti
ressentiment, ʁəsɑ̃timɑ̃
ressentir, ʁəsɑ̃tiʁ
resserre, ʁəsɛʁ
resserrement, ʁəsɛʁmɑ̃
resserrer, ʁəseʁe
ressort, ʁəsɔʁ
ressortir, ʁəsɔʁtiʁ
ressortissant, ʁəsɔʁtisɑ̃
ressource, ʁəsuʁs
ressourcer, ʁəsuʁse
ressouvenir, ʁəsuvəniʁ
ressusciter, ʁesysite
ressuscité, ʁesysite
restant, ʁɛstɑ̃
restaurant, ʁɛstɔʁɑ̃
restaurateur, ʁɛstɔʁatœʁ
restauration, ʁɛstɔʁasjɔ̃
restaurer, ʁɛstɔʁe
reste, ʁɛst
rester, ʁɛste
restituer, ʁɛstitɥe
restitution, ʁɛstitysjɔ̃
resto, ʁɛsto
restreindre, ʁɛstʁɛ̃dʁ
restrictif, ʁɛstʁiktif
restriction, ʁɛstʁiksjɔ̃
restructuration, ʁəstʁyktyʁasjɔ̃
resurgir, ʁəsyʁʒiʁ
retable, ʁətabl
retard, ʁətaʁ
retardataire, ʁətaʁdatɛʁ
retardement, ʁətaʁdəmɑ̃
retarder, ʁətaʁde
retardé, ʁətaʁde
retenir, ʁətəniʁ
retentir, ʁətɑ̃tiʁ
retentissant, ʁətɑ̃tisɑ̃
retentissement, ʁətɑ̃tismɑ̃
retirer, ʁətiʁe
retomber, ʁətɔ̃be
retors, ʁətɔʁ
retouche, ʁətuʃ
retoucher, ʁətuʃe
retour, ʁətuʁ
retournement, ʁətuʁnəmɑ̃
retourner, ʁətuʁne
retracer, ʁətʁase
retraire, ʁətʁɛʁ
retrait, ʁətʁɛ
retraiter, ʁətʁete
retraité, ʁətʁete
retranchement, ʁətʁɑ̃ʃmɑ̃
retrancher, ʁətʁɑ̃ʃe
retremper, ʁətʁɑ̃pe
retrouvaille, ʁətʁuvaj
retrouver, ʁətʁuve
rets, ʁɛ
revalorisation, ʁəvalɔʁizasjɔ̃
revanche, ʁəvɑ̃ʃ
revancher, ʁəvɑ̃ʃe
revenant, ʁəvənɑ̃
revendeur, ʁəvɑ̃dœʁ
revendication, ʁəvɑ̃dikasjɔ̃
revendiquer, ʁəvɑ̃dike
revendre, ʁəvɑ̃dʁ
revenir, ʁəvəniʁ
revente, ʁəvɑ̃t
revenu, ʁəvəny
revers, ʁəvɛʁ
revient, ʁəvjɛ̃
revirement, ʁəviʁmɑ̃
revivre, ʁəvivʁ
revoir, ʁəvwaʁ
revolver, ʁevɔlvɛʁ
revêtement, ʁəvɛtmɑ̃
revêtir, ʁəvetiʁ
rez, ʁe
reçu, ʁəsy
rhinocéros, ʁinɔseʁɔs
rhomboïde, ʁɔ̃bɔid
rhubarbe, ʁybaʁb
rhum, ʁɔm
rhumatismal, ʁymatismal
rhumatisme, ʁymatism
rhénan, ʁenɑ̃
rhéteur, ʁetœʁ
rhétorique, ʁetɔʁik
riant, ʁijɑ̃
riche, ʁiʃ
richement, ʁiʃmɑ̃
richesse, ʁiʃɛs
ricin, ʁisɛ̃
ricochet, ʁikɔʃɛ
ride, ʁid
rideau, ʁido
rider, ʁide
ridicule, ʁidikyl
ridiculement, ʁidikylmɑ̃
ridiculiser, ʁidikylize
rie, ʁi
rien, ʁjɛ̃
rieur, ʁijœʁ
rigide, ʁiʒid
rigidité, ʁiʒidite
rigole, ʁiɡɔl
rigoler, ʁiɡɔle
rigorisme, ʁiɡɔʁism
rigoureusement, ʁiɡuʁøzmɑ̃
rigoureux, ʁiɡuʁø
rigueur, ʁiɡœʁ
rime, ʁim
rimer, ʁime
rinceau, ʁɛ̃so
ring, ʁiŋ
riposte, ʁipɔst
riposter, ʁipɔste
rire, ʁiʁ
ris, ʁi
risible, ʁizibl
risque, ʁisk
risquer, ʁiske
risée, ʁize
rite, ʁit
rituel, ʁitɥɛl
rituellement, ʁitɥɛlmɑ̃
rivage, ʁivaʒ
rival, ʁival
rivaliser, ʁivalize
rivalité, ʁivalite
rive, ʁiv
river, ʁive
riverain, ʁivʁɛ̃
rivet, ʁivɛ
rivière, ʁivjɛʁ
rixe, ʁiks
riz, ʁi
riziculture, ʁizikyltyʁ
rizière, ʁizjɛʁ
robe, ʁɔb
rober, ʁɔbe
robinet, ʁɔbinɛ
robot, ʁɔbo
robuste, ʁɔbyst
robustesse, ʁɔbystɛs
roc, ʁɔk
rocailleux, ʁɔkajø
roche, ʁɔʃ
rocher, ʁɔʃe
rocheux, ʁɔʃø
rock, ʁɔk
roi, ʁwa
roide, ʁwad
roideur, ʁwadœʁ
rom, ʁɔm
romain, ʁɔmɛ̃
roman, ʁɔmɑ̃
romance, ʁɔmɑ̃s
romancier, ʁɔmɑ̃sje
romand, ʁɔmɑ̃
romanesque, ʁɔmanɛsk
romani, ʁɔmani
romano, ʁɔmano
romantique, ʁɔmɑ̃tik
romantisme, ʁɔmɑ̃tism
rompre, ʁɔ̃pʁ
rompu, ʁɔ̃py
ronce, ʁɔ̃s
rond, ʁɔ̃
rondelle, ʁɔ̃dɛl
rondement, ʁɔ̃dmɑ̃
rondeur, ʁɔ̃dœʁ
ronger, ʁɔ̃ʒe
rongeur, ʁɔ̃ʒœʁ
rosace, ʁozas
rosaire, ʁozɛʁ
rose, ʁoz
roseau, ʁozo
roser, ʁoze
rosette, ʁozɛt
rosier, ʁozje
rossignol, ʁɔsiɲɔl
rot, ʁo
rotation, ʁɔtasjɔ̃
rotatoire, ʁɔtatwaʁ
rotonde, ʁɔtɔ̃d
rotor, ʁɔtɔʁ
rotule, ʁɔtyl
roture, ʁɔtyʁ
roturier, ʁɔtyʁje
rouage, ʁwaʒ
rouble, ʁubl
roue, ʁu
rouer, ʁwe
rouet, ʁwɛ
rouge, ʁuʒ
rougeole, ʁuʒɔl
rougeur, ʁuʒœʁ
rougeâtre, ʁuʒatʁ
rougir, ʁuʒiʁ
rouille, ʁuj
roulage, ʁulaʒ
roulant, ʁulɑ̃
roule, ʁul
rouleau, ʁulo
roulement, ʁulmɑ̃
rouler, ʁule
roulette, ʁulɛt
roulis, ʁuli
roumain, ʁumɛ̃
round, ʁaund,ʁund
roupie, ʁupi
rousseauiste, ʁusoist
route, ʁut
router, ʁute
routier, ʁutje
routine, ʁutin
routinier, ʁutinje
rouvrir, ʁuvʁiʁ
roux, ʁu
royal, ʁwajal
royalisme, ʁwajalism
royaliste, ʁwajalist
royaume, ʁwajom
royauté, ʁwajote
ru, ʁy
ruban, ʁybɑ̃
rubis, ʁybi
rubrique, ʁybʁik
ruche, ʁyʃ
rucher, ʁyʃe
rude, ʁyd
rudement, ʁydmɑ̃
rudesse, ʁydɛs
rudiment, ʁydimɑ̃
rudimentaire, ʁydimɑ̃tɛʁ
rue, ʁy
ruelle, ʁyɛl
ruer, ʁɥe
rugby, ʁyɡbi
rugueux, ʁyɡø
ruine, ʁɥin
ruiner, ʁɥine
ruineux, ʁɥinø
ruisseau, ʁɥiso
ruissellement, ʁɥisɛlmɑ̃
rumeur, ʁymœʁ
ruminant, ʁyminɑ̃
rupture, ʁyptyʁ
rural, ʁyʁal
ruse, ʁyz
ruser, ʁyze
russe, ʁys
rusticité, ʁystisite
rustique, ʁystik
rustiquer, ʁystike
rusé, ʁyze
rut, ʁyt
rwandais, ʁwɑ̃dɛ,ʁwɑ̃ndɛ
rythme, ʁitm
rythmer, ʁitme
rythmique, ʁitmik
râle, ʁal
règle, ʁɛɡl
règlement, ʁɛɡləmɑ̃
règne, ʁɛɲ
ré, ʁe
réacteur, ʁeaktœʁ
réactif, ʁeaktif
réaction, ʁeaksjɔ̃
réactionnaire, ʁeaksjɔnɛʁ
réactivation, ʁeaktivasjɔ̃
réactivité, ʁeaktivite
réadaptation, ʁeadaptasjɔ̃
réaffirmer, ʁeafiʁme
réagir, ʁeaʒiʁ
réajustement, ʁeaʒystəmɑ̃
réalisable, ʁealizabl
réalisateur, ʁealizatœʁ
réalisation, ʁealizasjɔ̃
réaliser, ʁealize
réalisme, ʁealism
réaliste, ʁealist
réalité, ʁealite
réaménagement, ʁeamenaʒmɑ̃
réanimation, ʁeanimasjɔ̃
réapparaître, ʁeapaʁɛtʁ
réapparition, ʁeapaʁisjɔ̃
réappropriation, ʁeapʁɔpʁijasjɔ̃
réarmement, ʁeaʁməmɑ̃
réassurance, ʁeasyʁɑ̃s
rébellion, ʁebeljɔ̃
rébus, ʁeby,ʁebys
récalcitrant, ʁekalsitʁɑ̃
récapitulatif, ʁekapitylatif
récapitulation, ʁekapitylasjɔ̃
récemment, ʁesamɑ̃
récent, ʁesɑ̃
réceptacle, ʁesɛptakl
récepteur, ʁesɛptœʁ
réceptif, ʁesɛptif
réception, ʁesɛpsjɔ̃
réceptivité, ʁesɛptivite
récession, ʁesesjɔ̃
réchaud, ʁeʃo
réchauffement, ʁeʃofmɑ̃
réchauffer, ʁeʃofe
récidive, ʁesidiv
récidiver, ʁesidive
récidiviste, ʁesidivist
récif, ʁesif
récipiendaire, ʁesipjɑ̃dɛʁ
récipient, ʁesipjɑ̃
réciprocité, ʁesipʁɔsite
réciproque, ʁesipʁɔk
réciproquement, ʁesipʁɔkmɑ̃
réciproquer, ʁesipʁɔke
récit, ʁesi
récitant, ʁesitɑ̃
récitatif, ʁesitatif
récitation, ʁesitasjɔ̃
réciter, ʁesite
réclamation, ʁeklamasjɔ̃
réclame, ʁeklam
réclamer, ʁeklame
réclusion, ʁeklyzjɔ̃
récognition, ʁekɔɡnisjɔ̃
récolte, ʁekɔlt
récolter, ʁekɔlte
récompense, ʁekɔ̃pɑ̃s
récompenser, ʁekɔ̃pɑ̃se
réconciliation, ʁekɔ̃siljasjɔ̃
réconcilier, ʁekɔ̃silje
réconfort, ʁekɔ̃fɔʁ
réconforter, ʁekɔ̃fɔʁte
récrimination, ʁekʁiminasjɔ̃
récréation, ʁekʁeasjɔ̃
récupération, ʁekypeʁasjɔ̃
récupérer, ʁekypeʁe
récurrence, ʁekyʁɑ̃s
récurrent, ʁekyʁɑ̃
récusation, ʁekyzasjɔ̃
récuser, ʁekyze
récépissé, ʁesepise
rédacteur, ʁedaktœʁ
rédaction, ʁedaksjɔ̃
rédempteur, ʁedɑ̃ptœʁ
rédemption, ʁedɑ̃psjɔ̃
rédiger, ʁediʒe
réducteur, ʁedyktœʁ
réductible, ʁedyktibl
réduction, ʁedyksjɔ̃
réduire, ʁedɥiʁ
réduit, ʁedɥi
réel, ʁeɛl
réellement, ʁeɛlmɑ̃
réexportation, ʁeɛkspɔʁtasjɔ̃
réfection, ʁefɛksjɔ̃
réfectoire, ʁefɛktwaʁ
réflexe, ʁeflɛks
réflexif, ʁeflɛksif
réflexion, ʁeflɛksjɔ̃
réflexivité, ʁeflɛksivite
réfléchir, ʁefleʃiʁ
réfléchissant, ʁefleʃisɑ̃
réformateur, ʁefɔʁmatœʁ
réformation, ʁefɔʁmasjɔ̃
réforme, ʁefɔʁm
réformer, ʁefɔʁme
réformisme, ʁefɔʁmism
réformiste, ʁefɔʁmist
réfractaire, ʁefʁaktɛʁ
réfraction, ʁefʁaksjɔ̃
réfrigérateur, ʁefʁiʒeʁatœʁ
réfrigération, ʁefʁiʒeʁasjɔ̃
réfringent, ʁefʁɛ̃ʒɑ̃
réfugier, ʁefyʒje
réfugié, ʁefyʒje
réfutation, ʁefytasjɔ̃
réfuter, ʁefyte
référence, ʁefeʁɑ̃s
référencer, ʁefeʁɑ̃se
référendaire, ʁefeʁɑ̃dɛʁ
référendum, ʁefeʁɑ̃dɔm
référent, ʁefeʁɑ̃
référentiel, ʁefeʁɑ̃sjɛl
référer, ʁefeʁe
référé, ʁefeʁe
régal, ʁeɡal
régaler, ʁeɡale
régence, ʁeʒɑ̃s
régent, ʁeʒɑ̃
régenter, ʁeʒɑ̃te
régicide, ʁeʒisid
régie, ʁeʒi
régime, ʁeʒim
régiment, ʁeʒimɑ̃
région, ʁeʒjɔ̃
régional, ʁeʒjɔnal
régionalisation, ʁeʒjɔnalizasjɔ̃
régionalisme, ʁeʒjɔnalism
régionaliste, ʁeʒjɔnalist
régir, ʁeʒiʁ
régisseur, ʁeʒisœʁ
réglage, ʁeɡlaʒ
réglant, ʁeɡlɑ̃
réglementaire, ʁɛɡləmɑ̃tɛʁ
réglementation, ʁɛɡləmɑ̃tasjɔ̃
réglementer, ʁɛɡləmɑ̃te
régler, ʁeɡle
régnant, ʁeɲɑ̃
régner, ʁeɲe
régresser, ʁeɡʁese
régressif, ʁeɡʁesif
régression, ʁeɡʁesjɔ̃
régularisation, ʁeɡylaʁizasjɔ̃
régulariser, ʁeɡylaʁize
régularité, ʁeɡylaʁite
régulateur, ʁeɡylatœʁ
régulation, ʁeɡylasjɔ̃
réguler, ʁeɡyle
régulier, ʁeɡylje
régulièrement, ʁeɡyljɛʁmɑ̃
régénérateur, ʁeʒeneʁatœʁ
régénération, ʁeʒeneʁasjɔ̃
régénérer, ʁeʒeneʁe
réhabilitation, ʁeabilitasjɔ̃
réhabiliter, ʁeabilite
réification, ʁeifikasjɔ̃
réimpression, ʁeɛ̃pʁesjɔ̃
réimprimer, ʁeɛ̃pʁime
réincarnation, ʁeɛ̃kaʁnasjɔ̃
réinsertion, ʁeɛ̃sɛʁsjɔ̃
réinstallation, ʁeɛ̃stalasjɔ̃
réinterprétation, ʁeɛ̃tɛʁpʁetasjɔ̃
réintroduire, ʁeɛ̃tʁɔdɥiʁ
réintégration, ʁeɛ̃teɡʁasjɔ̃
réintégrer, ʁeɛ̃teɡʁe
réinventer, ʁeɛ̃vɑ̃te
réitération, ʁeiteʁasjɔ̃
réitérer, ʁeiteʁe
réjouir, ʁeʒwiʁ
réjouissance, ʁeʒwisɑ̃s
réminiscence, ʁeminisɑ̃s
rémission, ʁemisjɔ̃
rémunérateur, ʁemyneʁatœʁ
rémunération, ʁemyneʁasjɔ̃
rémunérer, ʁemyneʁe
rénal, ʁenal
rénovation, ʁenɔvasjɔ̃
rénover, ʁenɔve
réorganisation, ʁeɔʁɡanizasjɔ̃
réorganiser, ʁeɔʁɡanize
réorientation, ʁeɔʁjɑ̃tasjɔ̃
réouverture, ʁeuvɛʁtyʁ
répandre, ʁepɑ̃dʁ
réparateur, ʁepaʁatœʁ
réparation, ʁepaʁasjɔ̃
réparer, ʁepaʁe
répartir, ʁepaʁtiʁ
répartition, ʁepaʁtisjɔ̃
répercussion, ʁepɛʁkysjɔ̃
répercuter, ʁepɛʁkyte
répertoire, ʁepɛʁtwaʁ
répertorier, ʁepɛʁtɔʁje
répit, ʁepi
réplication, ʁeplikasjɔ̃
réplique, ʁeplik
répliquer, ʁeplike
répondant, ʁepɔ̃dɑ̃
répondre, ʁepɔ̃dʁ
réponse, ʁepɔ̃s
répressif, ʁepʁesif
répression, ʁepʁesjɔ̃
réprimande, ʁepʁimɑ̃d
réprimer, ʁepʁime
réprobation, ʁepʁɔbasjɔ̃
réprouver, ʁepʁuve
répréhensible, ʁepʁeɑ̃sibl
républicain, ʁepyblikɛ̃
républicanisme, ʁepyblikanism
république, ʁepyblik
répudiation, ʁepydjasjɔ̃
répudier, ʁepydje
répugnance, ʁepyɲɑ̃s
répugner, ʁepyɲe
répulsif, ʁepylsif
répulsion, ʁepylsjɔ̃
réputation, ʁepytasjɔ̃
réputer, ʁepyte
répéter, ʁepete
répétiteur, ʁepetitœʁ
répétitif, ʁepetitif
répétition, ʁepetisjɔ̃
réquisition, ʁekizisjɔ̃
réquisitionner, ʁekizisjɔne
réquisitoire, ʁekizitwaʁ
réseau, ʁezo
résection, ʁesɛksjɔ̃
réservation, ʁezɛʁvasjɔ̃
réserve, ʁezɛʁv
réserver, ʁezɛʁve
réserviste, ʁezɛʁvist
réservoir, ʁezɛʁvwaʁ
résidence, ʁezidɑ̃s
résident, ʁezidɑ̃
résidentiel, ʁezidɑ̃sjɛl
résider, ʁezide
résidu, ʁezidy
résiduel, ʁezidɥɛl
résignation, ʁeziɲasjɔ̃
résigner, ʁeziɲe
résigné, ʁeziɲe
résiliation, ʁeziljasjɔ̃
résilier, ʁezilje
résine, ʁezin
résiner, ʁezine
résineux, ʁezinø
résistance, ʁezistɑ̃s
résistant, ʁezistɑ̃
résister, ʁeziste
résolument, ʁezɔlymɑ̃
résolution, ʁezɔlysjɔ̃
résolutoire, ʁezɔlytwaʁ
résonance, ʁezɔnɑ̃s
résonner, ʁezɔne
résorber, ʁezɔʁbe
résorption, ʁezɔʁpsjɔ̃
résoudre, ʁezudʁ
résultant, ʁezyltɑ̃
résultat, ʁezylta
résulter, ʁezylte
résumer, ʁezyme
résumé, ʁezyme
résurgence, ʁezyʁʒɑ̃s
résurrection, ʁezyʁɛksjɔ̃
rétablir, ʁetabliʁ
rétablissement, ʁetablismɑ̃
rétention, ʁetɑ̃sjɔ̃
réticence, ʁetisɑ̃s
réticent, ʁetisɑ̃
réticulaire, ʁetikylɛʁ
rétine, ʁetin
rétinien, ʁetinjɛ̃
rétorsion, ʁetɔʁsjɔ̃
rétractation, ʁetʁaktasjɔ̃
rétracter, ʁetʁakte
rétraction, ʁetʁaksjɔ̃
rétribuer, ʁetʁibɥe
rétribution, ʁetʁibysjɔ̃
rétro, ʁetʁo
rétroactif, ʁetʁoaktif
rétroaction, ʁetʁoaksjɔ̃
rétroactivement, ʁetʁoaktivmɑ̃
rétroactivité, ʁetʁoaktivite
rétrocession, ʁetʁɔsesjɔ̃,ʁetʁosesjɔ̃
rétrogradation, ʁetʁɔɡʁadasjɔ̃
rétrograde, ʁetʁɔɡʁad
rétrograder, ʁetʁɔɡʁade
rétrospectif, ʁetʁɔspɛktif
rétrospectivement, ʁetʁɔspɛktivmɑ̃
rétrécir, ʁetʁesiʁ
rétrécissement, ʁetʁesismɑ̃
réunification, ʁeynifikasjɔ̃
réunion, ʁeynjɔ̃
réunionnais, ʁeynjɔnɛ
réunir, ʁeyniʁ
réussir, ʁeysiʁ
réussite, ʁeysit
réveil, ʁevɛj
réveiller, ʁeveje
réverbération, ʁevɛʁbeʁasjɔ̃
réversibilité, ʁevɛʁsibilite
réversible, ʁevɛʁsibl
réversion, ʁevɛʁsjɔ̃
réviser, ʁevize
révision, ʁevizjɔ̃
révisionnisme, ʁevizjɔnism
révisionniste, ʁevizjɔnist
révocable, ʁevɔkabl
révocation, ʁevɔkasjɔ̃
révoltant, ʁevɔltɑ̃
révolte, ʁevɔlt
révolter, ʁevɔlte
révolté, ʁevɔlte
révolu, ʁevɔly
révolution, ʁevɔlysjɔ̃
révolutionnaire, ʁevɔlysjɔnɛʁ
révolutionner, ʁevɔlysjɔne
révoquer, ʁevɔke
révoqué, ʁevɔke
révélateur, ʁevelatœʁ
révélation, ʁevelasjɔ̃
révéler, ʁevele
révérence, ʁeveʁɑ̃s
révérend, ʁeveʁɑ̃
réécriture, ʁeekʁityʁ
rééditer, ʁeedite
réédition, ʁeedisjɔ̃
rééducation, ʁeedykasjɔ̃
réélection, ʁeelɛksjɔ̃
réélire, ʁeeliʁ
rééquilibrage, ʁeekilibʁaʒ
réévaluation, ʁeevalɥasjɔ̃
rêne, ʁɛn
rêve, ʁɛv
rêver, ʁeve
rêverie, ʁɛvʁi
rêveur, ʁɛvœʁ
rôder, ʁode
rôle, ʁol
rôtir, ʁotiʁ,ʁɔtiʁ
sa, sa
sabbat, saba
sable, sabl
sabler, sable
sablonneux, sablɔnø
sabot, sabo
sabotage, sabɔtaʒ
sabre, sabʁ
sabrer, sabʁe
sac, sak
saccager, sakaʒe
saccharose, sakaʁoz
sacerdoce, sasɛʁdɔs
sacerdotal, sasɛʁdɔtal
sachet, saʃɛ
sacralisation, sakʁalizasjɔ̃
sacramentel, sakʁamɑ̃tɛl
sacre, sakʁ
sacrement, sakʁəmɑ̃
sacrer, sakʁe
sacrificateur, sakʁifikatœʁ
sacrifice, sakʁifis
sacrificiel, sakʁifisjɛl
sacrifier, sakʁifje
sacrifié, sakʁifje
sacrilège, sakʁilɛʒ
sacristain, sakʁistɛ̃
sacristie, sakʁisti
sacrum, sakʁɔm
sadique, sadik
sadisme, sadism
safran, safʁɑ̃
saga, saɡa
sagace, saɡas
sagacité, saɡasite
sage, saʒ
sagement, saʒmɑ̃
sagesse, saʒɛs
sagittal, saʒital
saharien, saaʁjɛ̃
saignement, sɛɲmɑ̃
saigner, seɲe
saillant, sajɑ̃
saillie, saji
saillir, sajiʁ
sain, sɛ̃
sainement, sɛnmɑ̃
saint, sɛ̃
saintement, sɛ̃tmɑ̃
sainteté, sɛ̃tte
saisine, sezin
saisir, seziʁ
saisissable, sezisabl
saisissant, sezisɑ̃
saisissement, sezismɑ̃
saison, sɛzɔ̃
saisonnier, sɛzɔnje
salade, salad
salaire, salɛʁ
salarial, salaʁjal
salariat, salaʁja
salarier, salaʁje
salarié, salaʁje
salaud, salo
sale, sal
saler, sale
saleté, salte
salin, salɛ̃
salinité, salinite
salique, salik
salir, saliʁ
salivaire, salivɛʁ
salivation, salivasjɔ̃
salive, saliv
saliver, salive
salle, sal
salon, salɔ̃
salpêtre, salpɛtʁ
salubre, salybʁ
salubrité, salybʁite
saluer, salɥe
salut, saly
salutaire, salytɛʁ
salutation, salytasjɔ̃
salvateur, salvatœʁ
salve, salv
salé, sale
same, sam
samedi, samdi
sanctification, sɑ̃ktifikasjɔ̃
sanctifier, sɑ̃ktifje
sanction, sɑ̃ksjɔ̃
sanctionner, sɑ̃ksjɔne
sanctionné, sɑ̃ksjɔne
sanctuaire, sɑ̃ktɥɛʁ
sandale, sɑ̃dal
sang, sɑ̃
sanglant, sɑ̃ɡlɑ̃
sangler, sɑ̃ɡle
sanglier, sɑ̃ɡlije
sanglot, sɑ̃ɡlo
sangsue, sɑ̃sy
sanguin, sɑ̃ɡɛ̃
sanguinaire, sɑ̃ɡinɛʁ
sanitaire, sanitɛʁ
sans, sɑ̃
santé, sɑ̃te
sape, sap
saper, sape
sapeur, sapœʁ
sapiens, sapjɛ̃s
sapin, sapɛ̃
sarcasme, saʁkasm
sarcastique, saʁkastik
sarcome, saʁkom
sarcophage, saʁkɔfaʒ
sarde, saʁd
sardine, saʁdin
sari, saʁi
sarment, saʁmɑ̃
sarrasin, saʁazɛ̃
sas, sas
satanique, satanik
satellite, satelit
sati, sati
satin, satɛ̃
satire, satiʁ
satirique, satiʁik
satisfaction, satisfaksjɔ̃
satisfaire, satisfɛʁ
satisfaisant, satisfəzɑ̃
satiété, sasjete
saturation, satyʁasjɔ̃
saturer, satyʁe
satyre, satiʁ
sauce, sos
saucisson, sosisɔ̃
sauf, sof
saule, sol
saumon, somɔ̃
saumâtre, somatʁ
saurer, sɔʁe
saut, so
saute, sot
sauter, sote
sauterelle, sotʁɛl
sautoir, sotwaʁ
sauvage, sovaʒ
sauvagement, sovaʒmɑ̃
sauvagerie, sovaʒʁi
sauvegarde, sovɡaʁd
sauvegarder, sovɡaʁde
sauver, sove
sauvetage, sovtaʒ
sauveur, sovœʁ
sauvé, sove
savamment, savamɑ̃
savane, savan
savant, savɑ̃
saveur, savœʁ
savoir, savwaʁ
savon, savɔ̃
savourer, savuʁe
savoureux, savuʁø
savoyard, savwajaʁ
saxon, saksɔ̃
sbire, sbiʁ
scabreux, skabʁø
scalpel, skalpɛl
scandale, skɑ̃dal
scandaleux, skɑ̃dalø
scandaliser, skɑ̃dalize
scandalisé, skɑ̃dalize
scandinave, skɑ̃dinav
